Width,Page,Left,Top,Height,Text,Font,Size,Font Count
235,6,72,38,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
246,7,72,786,13,"THIS SUBCONTRACT is made on the Signature Date. 
",Arial-BoldMT ArialMT,13.88 13.26,2
55,7,71,763,13,"BETWEEN  
",Arial-BoldMT,13.88,1
15,7,71,740,13,"(1) 
",Arial-BoldMT ArialMT,13.88 13.26,2
15,7,71,717,13,"(2) 
",Arial-BoldMT,13.88,1
349,7,107,740,13,"VAMED Emirates LLC, P.O. Box 109038, Abu Dhabi, UAE (Contractor); and 
",Arial-BoldMT ArialMT,13.88 13.26,2
418,7,107,717,13,"United Engineering Construction (UNEC), having its registered address at Al Fattan Plaza, 
",Arial-BoldMT ArialMT,13.88 13.26,2
251,7,107,706,13,"Office 209; PO Box 7510; Dubai, UAE (Subcontractor). 
",Arial-BoldMT ArialMT,13.88 13.26,2
52,7,71,681,13,"RECITALS 
",Arial-BoldMT,13.88,1
11,7,71,656,13,"1. 
",ArialMT,13.26,1
11,7,71,622,13,"2. 
",ArialMT,13.26,1
11,7,71,566,13,"3. 
",ArialMT,13.26,1
11,7,71,532,13,"4. 
",ArialMT,13.26,1
11,7,71,487,13,"5. 
",ArialMT,13.26,1
418,7,107,656,13,"BLUE APPLE PROPERTY MANAGEMENT L.L.C. (hereinafter referred to as the “Employer”) 
",ArialMT,13.26,1
371,7,107,645,13,"is the developer of the Al Reem Island Integrated Health Care Center in Abu Dhabi. 
",ArialMT,13.26,1
418,7,107,622,13,"The Employer has entered into a Turnkey Design & Construct Contract dated December 22, 
",ArialMT,13.26,1
418,7,107,611,13,"2015  (hereinafter  referred  to  as  the  “Main  Contract”)  with  VAMED  ENGINEERING  GmbH 
",Arial-BoldMT ArialMT,13.88 13.26,2
418,7,107,600,13,"(hereinafter referred to as the “Main Contractor”) for the design, construction and equipping 
",Arial-BoldMT ArialMT,13.88 13.26,2
387,7,107,589,13,"of the Al Reem Integrated Health Care Center (hereinafter referred to as the “Project”). 
",Arial-BoldMT ArialMT,13.88 13.26,2
418,7,107,566,13,"The Main Contractor has engaged the Contractor for the performance of some works within 
",ArialMT,13.26,1
53,7,107,555,13,"the Project. 
",ArialMT,13.26,1
418,7,107,532,13,"The Contractor has accepted the Subcontractor’s offer for the design (to the extent required 
",ArialMT,13.26,1
418,7,107,521,13,"by the Subcontract), execution and completion of the Works (and the remedy of any defects 
",ArialMT,13.26,1
218,7,107,510,13,"therein) on the terms set out in this Subcontract.  
",ArialMT,13.26,1
418,7,107,487,13,"This  Subcontract  sets  out  the  terms  and  conditions  upon  which  the  Contractor  and  the 
",ArialMT,13.26,1
