,Width,Page,Left,Top,Height,Text,Font,Size,Font Count,Is_Bullet,Heading,TOC,SScore,TextCount,IsCapital,Preds,Probs
3173,75,72,135,432,10,"1.8.  Deliveries 
","Arial-BoldMT,EPEKJD+ArialMT",10,2,2,1,1,0,2,0,0,0.97
3175,232,72,92,369,14,"27  HAZARDOUS SUBSTANCES  
",Arial-BoldMT,14,1,0,1,0,6,3,1,1,0.86
3184,161,72,101,215,11,"27.1  CONSTRUCTION DUST 
",Arial-BoldMT,11,1,0,1,0,3,3,1,1,0.51
3229,90,74,92,757,9,"PROJECT MANUAL 
",Arial-BoldMT,9,1,0,1,0,2,2,1,1,0.51
3230,173,74,92,746,9,"TURN KEY / GENERAL CONTRACTOR 
",Arial-BoldMT,9,1,0,1,0,2,5,1,1,0.6
3236,402,74,92,418,14,"28  FIRE PRECAUTIONS - NEW BUILD / REFURBISHMENT 
",Arial-BoldMT,14,1,0,1,0,6,8,1,1,0.73
3282,285,75,92,465,14,"29  EMERGENCY / FIRE INSTRUCTIONS  
",Arial-BoldMT,14,1,0,1,0,6,5,1,1,0.84
3299,188,75,92,239,14,"30  EVACUATION ACTION 
",Arial-BoldMT,14,1,0,1,0,6,3,1,1,0.88
3319,357,76,92,646,14,"31  CONTRACTOR’S GENERIC RISK ASSESSMENT 
",Arial-BoldMT,14,1,0,1,0,6,5,1,1,0.83
3340,300,77,101,646,11,"31.1  MAINTAINING THE RISK ASSESSMENT RECORD 
",Arial-BoldMT,11,1,0,1,0,3,6,1,0,0.6
3345,237,77,101,568,11,"31.2  REVIEWING THE RISK ASSESSMENT 
",Arial-BoldMT,11,1,0,1,0,3,5,1,0,0.55
3351,257,77,92,478,14,"32  SAFETY METHOD STATEMENTS 
",Arial-BoldMT,14,1,0,1,0,6,4,1,1,0.85
3387,288,78,101,646,11,"32.1  THE SAFETY METHOD STATEMENT CONTENT 
",Arial-BoldMT,11,1,0,1,0,3,6,1,0,0.62
3396,128,78,135,509,10,"The work to be undertaken: 
",EPEKJD+ArialMT,10,1,0,1,0,0,5,0,0,0.92
3398,55,78,135,474,10,"Resources: 
",EPEKJD+ArialMT,10,1,0,1,0,0,1,0,0,0.83
3402,58,78,135,414,10,"Procedures: 
",EPEKJD+ArialMT,10,1,0,1,0,0,1,0,0,0.83
3406,94,78,135,355,10,"Personal protection: 
",EPEKJD+ArialMT,10,1,0,1,0,0,2,0,0,0.78
3408,59,78,135,319,10,"Supervision: 
",EPEKJD+ArialMT,10,1,0,1,0,0,1,0,0,0.85
3411,112,78,135,283,10,"Emergency procedures: 
",EPEKJD+ArialMT,10,1,0,1,0,0,2,0,0,0.86
3424,410,79,101,646,11,"32.2  FLOWCHART OF RISK ASSESSMENT/SAFETY METHOD STATEMENT 
",Arial-BoldMT,11,1,0,1,0,3,7,1,0,0.58
3425,420,79,92,318,14,"33  STATUTORY IMPROVEMENT, PROHIBITION AND OTHER 
",Arial-BoldMT,14,1,0,1,0,6,6,1,1,0.66
3426,66,79,126,302,14,"NOTICES 
",Arial-BoldMT,14,1,0,1,0,6,1,1,1,0.72
3434,311,79,92,184,14,"34  SITE SAFETY SUPERVISION AND VISITS 
",Arial-BoldMT,14,1,0,1,0,6,6,1,1,0.67
3438,387,79,92,113,14,"35  SAFETY INDUCTION/ SITE ORIENTATION TRAINING 
",Arial-BoldMT,14,1,0,1,0,6,6,1,1,0.72
3462,408,80,92,179,14,"36  EHS TRAINING OF SUB-CONTRACTORS WORKFORCE 
",Arial-BoldMT,14,1,0,1,0,6,6,1,1,0.72
3478,129,81,101,629,11,"36.1  EHS REPORTING 
",Arial-BoldMT,11,1,0,1,0,3,3,1,1,0.54
3501,253,82,92,478,14,"37  SIGNS MEANINGS & COLOURS  
",Arial-BoldMT,14,1,0,1,0,6,5,1,1,0.84
3551,19,84,92,478,14,38,Arial-BoldMT,14,1,0,1,0,6,1,0,1,0.89
3552,88,84,126,478,14," FIRST AID    
",Arial-BoldMT,14,1,0,1,0,6,2,1,1,0.77
3554,47,84,135,415,10,"Priorities 
",Arial-BoldMT,10,1,0,1,0,2,1,0,0,0.82
3569,108,84,275,190,13,"UNRESPONSIVE 
",Arial-BoldMT,13,1,0,1,0,5,1,1,1,0.74
3572,195,84,233,99,13,"NOT BREATHING NORMALLY  
",Arial-BoldMT,13,1,0,1,0,5,3,1,1,0.77
3582,177,85,240,631,13,"30 CHEST COMPRESSIONS 
",Arial-BoldMT,13,1,0,1,0,5,3,1,1,0.81
3583,322,85,169,602,15,"2 RESCUE BREATHS, 30 CHEST COMPRESSIONS  
",Arial-BoldMT,15,1,0,1,0,7,6,1,1,0.77
3584,13,85,135,476,13,"A 
",Arial-BoldMT,13,1,0,1,0,5,1,1,1,0.7
3585,54,85,135,461,13,"Airways 
",Arial-BoldMT,13,1,0,1,0,5,1,0,1,0.76
3589,13,85,135,353,13,"B 
",Arial-BoldMT,13,1,0,1,0,5,1,1,1,0.68
3590,65,85,135,338,13,"Breathing 
",Arial-BoldMT,13,1,0,1,0,5,1,0,1,0.77
3602,13,85,135,90,13,"C 
",Arial-BoldMT,13,1,0,1,0,5,1,1,1,0.65
3603,31,85,135,75,13,"CPR 
",Arial-BoldMT,13,1,0,1,0,5,1,1,1,0.68
3625,146,86,101,437,11,"38.1  SEVERE BLEEDING  
",Arial-BoldMT,11,1,0,1,0,3,3,1,1,0.59
3630,255,86,101,323,11,"38.2  BROKEN BONES AND SPINAL INJURIES 
",Arial-BoldMT,11,1,0,1,0,3,6,1,0,0.55
3633,76,86,101,247,11,"38.3  BURNS 
",Arial-BoldMT,11,1,0,1,0,3,2,1,1,0.56
3642,114,86,101,99,11,"38.4  EYE INJURIES 
",Arial-BoldMT,11,1,0,1,0,3,3,1,1,0.54
3657,139,87,101,558,11,"38.5  RECORD KEEPING 
",Arial-BoldMT,11,1,0,1,0,3,3,1,1,0.57
3668,277,87,92,336,14,"39  HOT WORKS & PERMITS TO WORK 
",Arial-BoldMT,14,1,0,1,0,6,7,1,1,0.56
3696,386,88,135,522,10,"The  Company’s  Permit-to-Work  system  is  designed  to  ensure  that  those  affected 
",EPEKJD+ArialMT,10,1,0,1,0,0,11,0,0,1
3700,321,88,135,462,10,"The permit-to-work will involve following the steps shown below. 
",Arial-BoldMT,10,1,0,1,0,2,9,0,0,0.77
3736,88,89,135,638,9,"RECORD KEEPING 
",Arial-BoldMT,9,1,0,1,0,2,2,1,0,0.65
3748,169,89,135,462,9,"DELIVERY OF MEDICAL EQUIPMENT 
",Arial-BoldMT,9,1,0,1,0,2,4,1,0,0.7
3749,54,89,135,436,10,"STORAGE 
",Arial-BoldMT,10,1,0,1,0,2,1,1,0,0.7
3784,39,90,135,646,9,"Delivery 
",Arial-BoldMT,9,1,0,1,0,2,1,0,0,0.93
3805,205,90,135,352,9,"Deliveries from customs or shipping supplier 
",Arial-BoldMT,9,1,0,1,0,2,6,0,0,0.85
3812,197,90,135,240,10,"TESTING OF ELECTRICAL EQUIPMENT 
",Arial-BoldMT,10,1,0,1,0,2,4,1,0,0.63
3844,143,91,135,460,10,"Types of testing are covered 
",Arial-BoldMT,10,1,0,1,0,2,5,0,0,0.9
3860,156,91,135,233,10,"Carrying out a risk assessment 
",Arial-BoldMT,10,1,0,1,0,2,5,0,0,0.85
3926,123,92,135,183,9,"Managing electrical testing 
",Arial-BoldMT,9,1,0,1,0,2,3,0,0,0.94
3932,48,92,135,85,9,"Personnel 
",Arial-BoldMT,9,1,0,1,0,2,1,0,0,0.93
3949,97,93,135,526,9,"Permanent test areas 
",Arial-BoldMT,9,1,0,1,0,2,3,0,0,0.76
3968,107,93,135,256,10,"Temporary test areas 
",Arial-BoldMT,10,1,0,1,0,2,3,0,0,0.7
3981,151,93,135,79,9,"Supplies to equipment under test 
",Arial-BoldMT,9,1,0,1,0,2,5,0,0,0.84
4020,263,94,135,251,9,"Risk assessment – test equipment and electricity supplies 
",Arial-BoldMT,9,1,0,1,0,2,8,0,0,0.81
4055,116,95,135,446,9,"Setting up safe test areas 
",Arial-BoldMT,9,1,0,1,0,2,5,0,0,0.85
4077,177,95,135,126,9,"Protecting the people doing the testing 
",Arial-BoldMT,9,1,0,1,0,2,6,0,0,0.98
4113,122,96,135,273,9,"Safe voltages and currents 
",Arial-BoldMT,9,1,0,1,0,2,4,0,0,0.85
4117,105,96,135,197,9,"Interlocked enclosures 
",Arial-BoldMT,9,1,0,1,0,2,2,0,0,0.91
4143,98,97,135,546,9,"Temporary insulation 
",Arial-BoldMT,9,1,0,1,0,2,2,0,0,0.89
4149,74,97,135,447,9,"Earth-free areas 
",Arial-BoldMT,9,1,0,1,0,2,2,0,0,0.84
4166,101,97,135,214,9,"Isolating transformers 
",Arial-BoldMT,9,1,0,1,0,2,2,0,0,0.95
4186,148,98,135,635,9,"Residual current devices (RCDs) 
",Arial-BoldMT,9,1,0,1,0,2,4,0,0,0.92
4203,39,98,135,397,9,"Training 
",Arial-BoldMT,9,1,0,1,0,2,1,0,0,0.92
4212,104,98,135,254,9,"Competence of testers 
",Arial-BoldMT,9,1,0,1,0,2,3,0,0,0.86
4220,114,98,135,132,9,"Medical gas connections 
",Arial-BoldMT,9,1,0,1,0,2,3,0,0,0.94
4230,129,99,92,627,14,"40  APPENDICES 
",Arial-BoldMT,14,1,0,1,0,6,2,1,1,0.9
4231,225,99,101,605,11,"40.1  APPENDIX A – RISK ASSESSMENT 
",Arial-BoldMT,11,1,0,1,0,3,6,1,0,0.5
4232,393,99,101,587,11,"40.2  APPENDIX B – ENTITY QUARTERLY PERFORMANCE REPORTING 
",Arial-BoldMT,11,1,0,1,0,3,8,1,0,0.58
4233,254,99,101,568,11,"40.3  APPENDIX C – INCIDENT NOTIFICATION 
",Arial-BoldMT,11,1,0,1,0,3,6,1,0,0.51
4234,264,99,101,550,11,"40.4  APPENDIX D – EHS INDUCTION TRAINING 
",Arial-BoldMT,11,1,0,1,0,3,7,1,0,0.62
4235,206,99,101,531,11,"40.5  APPENDIX E – TOOLBOX TALK 
",Arial-BoldMT,11,1,0,1,0,3,6,1,0,0.51
4236,260,99,101,512,11,"40.6  APPENDIX F – INSPECTION CHECKLISTS 
",Arial-BoldMT,11,1,0,1,0,3,6,1,0,0.54
4237,105,99,132,494,9,"40.6.1 Confined Spaces 
",Arial-BoldMT,9,1,0,1,0,2,3,0,0,0.99
4238,118,99,132,483,9,"40.6.2 Traffic Management 
",Arial-BoldMT,9,1,0,1,0,2,3,0,0,0.99
4239,123,99,132,472,9,"40.6.3 Electrical Installation 
",Arial-BoldMT,9,1,0,1,0,2,3,0,0,1
4240,86,99,132,462,9,"40.6.4 Environment 
",Arial-BoldMT,9,1,0,1,0,2,2,0,0,0.95
4241,84,99,132,451,9,"40.6.5 Excavations 
",Arial-BoldMT,9,1,0,1,0,2,2,0,0,0.98
4242,109,99,132,440,9,"40.6.6 Fire & Emergency 
",Arial-BoldMT,9,1,0,1,0,2,4,0,0,0.98
4243,132,99,132,429,9,"40.6.7 Hazardous Substances 
",Arial-BoldMT,9,1,0,1,0,2,3,0,0,1
4244,93,99,132,418,9,"40.6.8 Housekeeping 
",Arial-BoldMT,9,1,0,1,0,2,2,0,0,0.99
4245,65,99,132,407,9,"40.6.9 Ladders 
",Arial-BoldMT,9,1,0,1,0,2,2,0,0,1
4246,161,99,132,397,9,"40.6.10  Lifting Equipment & Gears 
",Arial-BoldMT,9,1,0,1,0,2,5,0,0,0.83
4247,89,99,132,386,9,"40.6.11  Machinery 
",Arial-BoldMT,9,1,0,1,0,2,2,0,0,0.86
4248,108,99,132,375,9,"40.6.12  Portable Tools 
",Arial-BoldMT,9,1,0,1,0,2,3,0,0,0.93
4249,209,99,132,364,9,"40.6.13  Personal Protective Equipment (PPE) 
",Arial-BoldMT,9,1,0,1,0,2,5,0,0,0.94
4250,84,99,132,353,9,"40.6.14  Scaffolds 
",Arial-BoldMT,9,1,0,1,0,2,2,0,0,0.88
4251,97,99,132,343,9,"40.6.15  Site General 
",Arial-BoldMT,9,1,0,1,0,2,3,0,0,0.72
4252,173,99,132,332,9,"40.6.16  Vehicles & Mobile Equipment 
",Arial-BoldMT,9,1,0,1,0,2,5,0,0,0.91
4253,144,99,132,321,9,"40.6.17  Welding & Gas Cutting 
",Arial-BoldMT,9,1,0,1,0,2,5,0,0,0.95
4254,119,99,132,310,9,"40.6.18  Welfare Facilities 
",Arial-BoldMT,9,1,0,1,0,2,3,0,0,0.89
4255,189,99,132,299,9,"40.6.19  Working Platforms & Cantilevers 
",Arial-BoldMT,9,1,0,1,0,2,5,0,0,0.95
4264,225,100,101,578,11,"40.1  APPENDIX A – RISK ASSESSMENT 
",Arial-BoldMT,11,1,0,1,0,3,6,1,0,0.5
4273,393,102,101,575,11,"40.2  APPENDIX B – ENTITY QUARTERLY PERFORMANCE REPORTING 
",Arial-BoldMT,11,1,0,1,0,3,8,1,0,0.58
4276,173,112,92,746,9,"TURN KEY / GENERAL CONTRACTOR 
",Arial-BoldMT,9,1,0,1,0,2,5,1,1,0.59
4277,270,112,92,735,9,"ENVIRONMENTAL, HEALTH SAFETY & SECURITY MANUAL 
",Arial-BoldMT,9,1,0,1,0,2,6,1,1,0.51
4282,264,112,101,586,11,"40.4  APPENDIX D – EHS INDUCTION TRAINING 
",Arial-BoldMT,11,1,0,1,0,3,7,1,0,0.62
4284,144,113,215,706,13,"EHS Induction Training
",TAIBBA+HelveticaNeue-Bold,13,1,0,1,0,5,3,0,1,0.71
4288,68,113,58,675,7,"General Information
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,2,0,0,0.55
4293,59,113,58,605,7,"Topics to discuss
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,3,0,1,0.52
4294,12,113,62,592,7,"S/N
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,1,1,1,0.59
4295,39,113,209,592,7,"Description
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.64
4296,14,113,383,592,7,"YES
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,1,1,0,0.67
4297,10,113,413,592,7,"NO
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,1,1,1,0.52
4298,30,113,471,592,7,"Remarks
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.9
4322,174,113,58,270,7,"Other Relevant Topics for Discussion (if applicable)
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,7,0,0,0.67
4327,72,113,58,219,7,"Signature & Remarks
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,3,0,1,0.69
4341,206,114,101,586,11,"40.5  APPENDIX E – TOOLBOX TALK 
",Arial-BoldMT,11,1,0,1,0,3,6,1,0,0.5
4343,86,115,245,705,13,"Tool Box Talk
",MRQLHO+HelveticaNeue-Bold,13,1,0,1,0,5,3,0,1,0.69
4347,68,115,58,674,7,"General Information
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,2,0,0,0.54
4375,260,116,101,586,11,"40.6  APPENDIX F – INSPECTION CHECKLISTS 
",Arial-BoldMT,11,1,0,1,0,3,6,1,0,0.53
4376,118,116,132,568,9,"40.6.1  Confined Spaces 
",Arial-BoldMT,9,1,0,1,0,2,3,0,0,0.99
4377,131,116,132,557,9,"40.6.2  Traffic Management 
",Arial-BoldMT,9,1,0,1,0,2,3,0,0,0.99
4378,136,116,132,546,9,"40.6.3  Electrical Installation 
",Arial-BoldMT,9,1,0,1,0,2,3,0,0,1
4379,100,116,132,535,9,"40.6.4  Environment 
",Arial-BoldMT,9,1,0,1,0,2,2,0,0,0.95
4380,97,116,132,525,9,"40.6.5  Excavations 
",Arial-BoldMT,9,1,0,1,0,2,2,0,0,0.98
4381,122,116,132,514,9,"40.6.6  Fire & Emergency 
",Arial-BoldMT,9,1,0,1,0,2,4,0,0,0.98
4382,146,116,132,503,9,"40.6.7  Hazardous Substances 
",Arial-BoldMT,9,1,0,1,0,2,3,0,0,1
4383,107,116,132,492,9,"40.6.8  Housekeeping 
",Arial-BoldMT,9,1,0,1,0,2,2,0,0,0.99
4384,79,116,132,481,9,"40.6.9  Ladders 
",Arial-BoldMT,9,1,0,1,0,2,2,0,0,1
4385,161,116,132,471,9,"40.6.10  Lifting Equipment & Gears 
",Arial-BoldMT,9,1,0,1,0,2,5,0,0,0.84
4386,89,116,132,460,9,"40.6.11  Machinery 
",Arial-BoldMT,9,1,0,1,0,2,2,0,0,0.85
4387,108,116,132,449,9,"40.6.12  Portable Tools 
",Arial-BoldMT,9,1,0,1,0,2,3,0,0,0.93
4388,209,116,132,438,9,"40.6.13  Personal Protective Equipment (PPE) 
",Arial-BoldMT,9,1,0,1,0,2,5,0,0,0.94
4389,84,116,132,427,9,"40.6.14  Scaffolds 
",Arial-BoldMT,9,1,0,1,0,2,2,0,0,0.87
4390,97,116,132,417,9,"40.6.15  Site General 
",Arial-BoldMT,9,1,0,1,0,2,3,0,0,0.72
4391,173,116,132,406,9,"40.6.16  Vehicles & Mobile Equipment 
",Arial-BoldMT,9,1,0,1,0,2,5,0,0,0.9
4392,144,116,132,395,9,"40.6.17  Welding & Gas Cutting 
",Arial-BoldMT,9,1,0,1,0,2,5,0,0,0.95
4393,119,116,132,384,9,"40.6.18  Welfare Facilities 
",Arial-BoldMT,9,1,0,1,0,2,3,0,0,0.89
4394,189,116,132,373,9,"40.6.19  Working Platforms & Cantilevers 
",Arial-BoldMT,9,1,0,1,0,2,5,0,0,0.95
4396,58,117,260,709,13,"Checklist
",MRQLHO+HelveticaNeue-Bold,13,1,0,1,0,5,1,0,1,0.77
4399,107,117,236,693,13,"Conf ined Spaces
",MRQLHO+HelveticaNeue-Bold,13,1,0,1,0,5,3,0,1,0.73
4401,75,117,60,668,7,"General Information
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,2,0,0,0.53
4409,42,117,60,582,7,"Description 
",NEARVM+HelveticaNeue,7,1,0,1,0,1,1,0,1,0.7
4410,36,117,449,563,7,"Remarks 
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.9
4411,39,117,308,561,7,"Evaluation
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.93
4412,16,117,60,553,7,"Item
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,1,0.65
4414,20,117,268,544,7,"Good
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.91
4415,14,117,306,544,7,"Fair
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.93
4416,18,117,339,544,7,"Poor
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.92
4417,14,117,371,544,7,"N/A
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,1,0,0.71
4444,48,117,60,206,7,"Approved By:
",NEARVM+HelveticaNeue,7,1,0,1,0,1,2,0,1,0.61
4451,124,117,60,161,7,"Distribution and Acknowledgment: 
",NEARVM+HelveticaNeue,7,1,0,1,0,1,3,0,0,0.53
4454,58,118,258,711,13,"Checklist
",MRQLHO+HelveticaNeue-Bold,13,1,0,1,0,5,1,0,1,0.77
4457,131,118,223,695,13,"Traff ic Management 
",MRQLHO+HelveticaNeue-Bold,13,1,0,1,0,5,3,0,1,0.73
4459,75,118,60,666,7,"General Information
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,2,0,0,0.53
4467,48,118,60,578,9,"Description 
",NEARVM+HelveticaNeue,9,1,0,1,0,1,1,0,1,0.73
4470,34,118,452,557,8,"Remarks
",TAIBBA+HelveticaNeue-Bold,8,1,0,1,0,2,1,0,0,0.95
4471,39,118,271,556,7,"Evaluation
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.91
4472,16,118,60,547,7,"Item
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,1,0.65
4475,20,118,271,539,7,"Good
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.91
4476,14,118,310,539,7,"Fair
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.93
4477,18,118,342,539,7,"Poor
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.92
4478,14,118,374,539,7,"N/A
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,1,0,0.71
4507,48,118,60,162,7,"Approved By:
",NEARVM+HelveticaNeue,7,1,0,1,0,1,2,0,1,0.6
4514,124,118,60,109,7,"Distribution and Acknowledgment: 
",NEARVM+HelveticaNeue,7,1,0,1,0,1,3,0,0,0.52
4517,58,119,260,708,13,"Checklist
",MRQLHO+HelveticaNeue-Bold,13,1,0,1,0,5,1,0,1,0.76
4520,132,119,224,692,13,"Electrical Installation
",MRQLHO+HelveticaNeue-Bold,13,1,0,1,0,5,2,0,1,0.72
4522,75,119,60,665,7,"General Information
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,2,0,0,0.53
4525,50,119,60,629,7,"Conducted By:
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,2,0,1,0.59
4530,42,119,60,579,7,"Description 
",NEARVM+HelveticaNeue,7,1,0,1,0,1,1,0,1,0.7
4531,34,119,451,562,8,"Remarks
",TAIBBA+HelveticaNeue-Bold,8,1,0,1,0,2,1,0,0,0.95
4532,36,119,451,561,7,"Remarks 
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.9
4533,39,119,271,559,7,"Evaluation
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.91
4534,39,119,312,559,8,"Evaluation
",QCEJLG+HelveticaNeue-Bold,8,1,0,1,0,2,1,0,0,0.98
4536,16,119,60,551,7,"Item
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,1,0.65
4538,20,119,271,543,7,"Good
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.91
4539,14,119,310,543,7,"Fair
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.93
4540,18,119,342,543,7,"Poor
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.92
4541,14,119,374,543,7,"N/A
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,1,0,0.71
4551,113,119,60,442,7,"relevant international standards.
",NEARVM+HelveticaNeue,7,1,0,1,0,1,3,0,1,0.61
4565,48,119,60,246,7,"Approved By:
",NEARVM+HelveticaNeue,7,1,0,1,0,1,2,0,1,0.63
4566,30,119,102,227,7,"Position
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.9
4567,22,119,239,227,7,"Name
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.88
4568,17,119,361,227,7,"Date
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.88
4569,36,119,461,227,7,"Signature
",MRQLHO+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.76
4572,124,119,60,193,7,"Distribution and Acknowledgment: 
",NEARVM+HelveticaNeue,7,1,0,1,0,1,3,0,0,0.53
4575,58,120,258,708,13,"Checklist
",TAIBBA+HelveticaNeue-Bold,13,1,0,1,0,5,1,0,1,0.76
4578,79,120,247,692,13,"Environment
",TAIBBA+HelveticaNeue-Bold,13,1,0,1,0,5,1,0,1,0.75
4580,75,120,60,666,7,"General Information
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,2,0,0,0.53
4588,42,120,60,579,7,"Description 
",NEARVM+HelveticaNeue,7,1,0,1,0,1,1,0,1,0.7
4589,36,120,451,562,7,"Remarks 
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.9
4590,34,120,451,562,8,"Remarks
",TAIBBA+HelveticaNeue-Bold,8,1,0,1,0,2,1,0,0,0.95
4591,39,120,312,560,7,"Evaluation
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.93
4593,16,120,60,551,7,"Item
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,1,0.65
4595,20,120,271,544,7,"Good
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.91
4596,14,120,310,544,7,"Fair
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.93
4597,18,120,342,544,7,"Poor
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.92
4598,14,120,374,544,7,"N/A
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,1,1,0,0.71
4620,48,120,60,315,7,"Approved By:
",NEARVM+HelveticaNeue,7,1,0,1,0,1,2,0,1,0.64
4621,30,120,102,296,7,"Position
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.9
4622,22,120,239,296,7,"Name
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.89
4623,17,120,361,296,7,"Date
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.89
4624,36,120,461,296,7,"Signature
",TAIBBA+HelveticaNeue-Bold,7,1,0,1,0,2,1,0,0,0.76
4627,124,120,60,262,7,"Distribution and Acknowledgment: 
",NEARVM+HelveticaNeue,7,1,0,1,0,1,3,0,0,0.54
4630,58,121,258,708,13,"Checklist
",TAIBBA+HelveticaNeue-Bold,13,1,0,1,0,5,1,0,1,0.76
4631,53,121,263,705,12,"Checklist
",TAIBBA+HelveticaNeue-Bold,12,1,0,1,0,4,1,0,0,0.74
4634,69,121,253,692,13,"Excavation
",TAIBBA+HelveticaNeue-Bold,13,1,0,1,0,5,1,0,1,0.76
4637,75,121,60,665,9,"General Information
",TAIBBA+HelveticaNeue-Bold,9,1,0,1,0,2,2,0,1,0.54
4645,42,121,60,566,9,"Description 
",NEARVM+HelveticaNeue,9,1,0,1,0,1,1,0,1,0.73
4646,36,121,451,545,9,"Remarks 
",TAIBBA+HelveticaNeue-Bold,9,1,0,1,0,2,1,0,0,0.95
4647,39,121,312,544,9,"Evaluation
",TAIBBA+HelveticaNeue-Bold,9,1,0,1,0,2,1,0,0,0.99
4648,34,121,451,544,8,"Remarks
",TAIBBA+HelveticaNeue-Bold,8,1,0,1,0,2,1,0,0,0.95
4650,16,121,60,534,9,"Item
",TAIBBA+HelveticaNeue-Bold,9,1,0,1,0,2,1,0,1,0.7
4652,20,121,271,526,9,"Good
",TAIBBA+HelveticaNeue-Bold,9,1,0,1,0,2,1,0,0,0.97
4653,14,121,310,526,9,"Fair
",TAIBBA+HelveticaNeue-Bold,9,1,0,1,0,2,1,0,0,0.99
4654,18,121,342,526,9,"Poor
",TAIBBA+HelveticaNeue-Bold,9,1,0,1,0,2,1,0,0,0.98
4655,14,121,374,526,9,"N/A
",TAIBBA+HelveticaNeue-Bold,9,1,0,1,0,2,1,1,0,0.71
4678,48,121,60,186,9,"Approved By:
",NEARVM+HelveticaNeue,9,1,0,1,0,1,2,0,1,0.63
4679,30,121,102,164,9,"Position
",TAIBBA+HelveticaNeue-Bold,9,1,0,1,0,2,1,0,0,0.92
4680,22,121,239,164,9,"Name
",TAIBBA+HelveticaNeue-Bold,9,1,0,1,0,2,1,0,0,0.91
4681,17,121,361,164,9,"Date
",TAIBBA+HelveticaNeue-Bold,9,1,0,1,0,2,1,0,0,0.92
4682,36,121,461,164,9,"Signature
",TAIBBA+HelveticaNeue-Bold,9,1,0,1,0,2,1,0,0,0.79
4685,124,121,60,125,9,"Distribution and Acknowledgment: 
",NEARVM+HelveticaNeue,9,1,0,1,0,1,3,0,1,0.51
